Customer ID,Last Used Platform,Is Blocked,Created At,Language,Outstanding Amount,Loyalty Points,Number of employees
3365770,WEB,0,2021-04-21 10:23:50+00:00,en,0,55,2.0
3368309,WEB,0,2021-04-21 18:26:04+00:00,en,0,2144,50.0
3370587,WEB,0,2021-04-22 06:13:21+00:00,en,0,1,2.0
3372326,WEB,0,2021-04-22 12:56:55+00:00,en,0,252,3.0
3376818,WEB,0,2021-04-23 04:52:20+00:00,en,0,9,2.0
3377901,WEB,0,2021-04-23 08:48:26+00:00,en,0,31,2.0
3377953,WEB,0,2021-04-23 08:57:35+00:00,en,0,422,2.0
3378226,WEB,0,2021-04-23 09:48:55+00:00,en,0,0,2.0
3378262,WEB,0,2021-04-23 09:55:37+00:00,en,0,326,2.0
3378287,WEB,0,2021-04-23 09:58:18+00:00,en,0,38,2.0
3378785,WEB,0,2021-04-23 11:30:02+00:00,en,0,4,2.0
3380251,WEB,0,2021-04-23 15:05:06+00:00,en,0,65,2.0
3384963,WEB,0,2021-04-24 07:31:29+00:00,en,0,34,2.0
3385533,WEB,0,2021-04-24 09:21:04+00:00,en,0,113,2.0
3385752,WEB,0,2021-04-24 09:58:45+00:00,en,0,25,2.0
3405414,WEB,0,2021-04-27 09:32:14+00:00,en,0,0,2.0
3406646,WEB,0,2021-04-27 13:42:26+00:00,en,0,12,2.0
3407056,WEB,0,2021-04-27 14:57:03+00:00,en,0,0,2.0
3408772,WEB,0,2021-04-27 21:16:08+00:00,en,0,0,2.0
3411458,WEB,0,2021-04-28 08:09:14+00:00,en,0,0,2.0
3411550,WEB,0,2021-04-28 08:28:07+00:00,en,0,0,2.0
3411830,WEB,0,2021-04-28 09:30:33+00:00,en,0,16,2.0
3412049,WEB,0,2021-04-28 10:18:45+00:00,en,0,3,2.0
3412146,WEB,0,2021-04-28 10:37:04+00:00,en,0,0,2.0
3412508,WEB,0,2021-04-28 11:56:22+00:00,en,0,1,2.0
3412536,WEB,0,2021-04-28 12:00:37+00:00,en,0,0,2.0
3412876,WEB,0,2021-04-28 12:54:06+00:00,en,0,1,2.0
3412963,WEB,0,2021-04-28 13:06:19+00:00,en,0,2,2.0
3413046,WEB,0,2021-04-28 13:19:26+00:00,en,0,17,2.0
3413445,WEB,0,2021-04-28 14:21:59+00:00,en,0,0,2.0
3414703,WEB,0,2021-04-28 17:56:59+00:00,en,0,0,2.0
3417088,WEB,0,2021-04-29 06:27:27+00:00,en,0,84,2.0
3417198,WEB,0,2021-04-29 06:53:09+00:00,en,0,1,2.0
3417637,WEB,0,2021-04-29 08:33:59+00:00,en,0,0,2.0
3418374,WEB,0,2021-04-29 11:16:31+00:00,en,0,9,2.0
3418548,WEB,0,2021-04-29 11:51:52+00:00,en,0,7,2.0
3418834,WEB,0,2021-04-29 12:44:48+00:00,en,0,1,2.0
3423390,WEB,0,2021-04-30 04:52:10+00:00,en,0,5,2.0
3423728,WEB,0,2021-04-30 06:37:14+00:00,en,0,0,2.0
3424135,WEB,0,2021-04-30 08:11:14+00:00,en,0,0,2.0
3424246,WEB,0,2021-04-30 08:37:52+00:00,en,0,22,2.0
3424669,WEB,0,2021-04-30 10:05:50+00:00,en,0,1,2.0
3425123,WEB,0,2021-04-30 11:33:43+00:00,en,0,0,2.0
3425218,WEB,0,2021-04-30 11:52:13+00:00,en,0,7,2.0
3425261,WEB,0,2021-04-30 11:59:55+00:00,en,0,0,2.0
3426348,WEB,0,2021-04-30 14:46:53+00:00,en,0,0,2.0
3440041,WEB,0,2021-05-02 15:13:53+00:00,en,0,1,2.0
3444058,WEB,0,2021-05-03 07:39:00+00:00,en,0,5,2.0
3444996,WEB,0,2021-05-03 10:48:51+00:00,en,0,2,2.0
3452400,WEB,0,2021-05-04 13:25:44+00:00,en,0,3,2.0
3452788,WEB,0,2021-05-04 14:17:41+00:00,en,0,18,2.0
3453128,WEB,0,2021-05-04 15:14:43+00:00,en,0,25,2.0
3456744,WEB,0,2021-05-05 08:56:18+00:00,en,0,7,2.0
3457559,WEB,0,2021-05-05 11:28:37+00:00,en,0,28,4.0
3457697,WEB,0,2021-05-05 11:52:30+00:00,en,0,0,2.0
3458370,WEB,0,2021-05-05 13:45:04+00:00,en,0,0,2.0
3458446,WEB,0,2021-05-05 13:57:34+00:00,en,0,0,2.0
3458785,WEB,0,2021-05-05 14:48:15+00:00,en,0,6,2.0
3458946,WEB,0,2021-05-05 15:20:54+00:00,en,0,3,2.0
3460340,WEB,0,2021-05-05 21:02:50+00:00,en,0,0,2.0
3461836,WEB,0,2021-05-06 06:14:43+00:00,en,0,7,2.0
3465905,WEB,0,2021-05-06 11:52:23+00:00,en,0,4,2.0
3466188,WEB,0,2021-05-06 12:45:05+00:00,en,0,2,2.0
3466208,WEB,0,2021-05-06 12:48:27+00:00,en,0,63,2.0
3466478,WEB,0,2021-05-06 13:33:43+00:00,en,0,2,2.0
3467452,WEB,0,2021-05-06 16:22:50+00:00,en,0,157,2.0
3471476,WEB,0,2021-05-07 09:39:25+00:00,en,0,6,2.0
3471716,WEB,0,2021-05-07 10:19:11+00:00,en,0,1,2.0
3471956,WEB,0,2021-05-07 11:00:31+00:00,en,0,1,2.0
3472076,WEB,0,2021-05-07 11:21:17+00:00,en,0,1,2.0
3472118,WEB,0,2021-05-07 11:28:07+00:00,en,0,107,2.0
3472461,WEB,0,2021-05-07 12:00:45+00:00,en,0,1,2.0
3474079,WEB,0,2021-05-07 14:21:42+00:00,en,0,2,2.0
3474370,WEB,0,2021-05-07 14:50:49+00:00,en,0,0,2.0
3474459,WEB,0,2021-05-07 15:01:52+00:00,en,0,44,2.0
3480548,WEB,0,2021-05-08 10:33:34+00:00,en,0,11,2.0
3501444,WEB,0,2021-05-11 07:15:00+00:00,en,0,0,2.0
3501651,WEB,0,2021-05-11 07:48:02+00:00,en,0,0,2.0
3501851,WEB,0,2021-05-11 08:22:53+00:00,en,0,13,2.0
3502006,WEB,0,2021-05-11 08:50:06+00:00,en,0,0,2.0
3502031,WEB,0,2021-05-11 08:56:02+00:00,en,0,6,5.0
3503702,WEB,0,2021-05-11 13:22:44+00:00,en,0,42,2.0
3508318,WEB,0,2021-05-12 07:52:09+00:00,en,0,2,2.0
3510523,WEB,0,2021-05-12 11:13:22+00:00,en,0,1,2.0
3510541,WEB,0,2021-05-12 11:17:16+00:00,en,0,6,2.0
3516637,WEB,0,2021-05-13 08:12:11+00:00,en,0,3,2.0
3516842,WEB,0,2021-05-13 08:47:49+00:00,en,0,4,2.0
3517055,WEB,0,2021-05-13 09:31:16+00:00,en,0,121,2.0
3517080,WEB,0,2021-05-13 09:36:28+00:00,en,0,110,2.0
3517142,WEB,0,2021-05-13 09:46:05+00:00,en,0,167,2.0
3517535,WEB,0,2021-05-13 11:04:20+00:00,en,0,0,2.0
3517836,WEB,0,2021-05-13 11:50:31+00:00,en,0,0,2.0
3517939,WEB,0,2021-05-13 12:04:10+00:00,en,0,96,2.0
3518157,WEB,0,2021-05-13 12:40:07+00:00,en,0,0,2.0
3519514,WEB,0,2021-05-13 16:25:47+00:00,en,0,21,2.0
3520006,WEB,0,2021-05-13 17:58:40+00:00,en,0,0,2.0
3521522,WEB,0,2021-05-14 04:15:52+00:00,en,0,0,2.0
3523192,WEB,0,2021-05-14 10:24:48+00:00,en,0,0,2.0
3529250,WEB,0,2021-05-15 09:32:05+00:00,en,0,6,2.0
3538264,WEB,0,2021-05-16 15:57:38+00:00,en,0,8,2.0
3539211,WEB,0,2021-05-16 18:59:14+00:00,en,0,1,2.0
3541357,WEB,0,2021-05-17 06:53:24+00:00,en,0,1,2.0
3541477,WEB,0,2021-05-17 07:18:25+00:00,en,0,1,2.0
3542565,WEB,0,2021-05-17 11:05:51+00:00,en,0,0,2.0
3542586,WEB,0,2021-05-17 11:08:14+00:00,en,0,0,2.0
3544163,WEB,0,2021-05-17 15:26:37+00:00,en,0,0,2.0
3547388,WEB,0,2021-05-18 08:52:55+00:00,en,0,1,2.0
3547736,WEB,0,2021-05-18 10:09:34+00:00,en,0,3,2.0
3549348,WEB,0,2021-05-18 14:41:22+00:00,en,0,0,2.0
3549935,WEB,0,2021-05-18 16:32:33+00:00,en,0,36,2.0
3553019,WEB,0,2021-05-19 07:50:06+00:00,en,0,1,712411748.0
3553109,WEB,0,2021-05-19 08:07:15+00:00,en,0,0,790448974.0
3553157,WEB,0,2021-05-19 08:16:40+00:00,en,0,158,2.0
3553938,WEB,0,2021-05-19 10:39:37+00:00,en,0,0,713131337.0
3554524,WEB,0,2021-05-19 12:05:33+00:00,en,0,58,3.0
3555153,WEB,0,2021-05-19 13:25:39+00:00,en,0,41,7.0
3555286,WEB,0,2021-05-19 13:43:54+00:00,en,0,67,1.0
3555490,WEB,0,2021-05-19 14:21:46+00:00,en,0,81,791404153.0
3555966,WEB,0,2021-05-19 15:57:59+00:00,en,0,0,1.0
3558643,WEB,0,2021-05-20 06:50:30+00:00,en,0,0,2.0
3559930,WEB,0,2021-05-20 10:37:41+00:00,en,0,0,3.0
3624223,WEB,0,2021-05-20 14:38:58+00:00,en,0,5,2.0
3624381,WEB,0,2021-05-20 15:09:32+00:00,en,0,7,2.0
3625203,WEB,0,2021-05-20 17:50:16+00:00,en,0,0,2.0
3627912,WEB,0,2021-05-21 08:19:42+00:00,en,0,0,2.0
3628184,WEB,0,2021-05-21 09:10:44+00:00,en,0,5,3.0
3628541,WEB,0,2021-05-21 10:16:16+00:00,en,0,94,1.0
3628690,WEB,0,2021-05-21 10:40:11+00:00,en,0,0,1.0
3629175,WEB,0,2021-05-21 11:56:22+00:00,en,0,0,2.0
3629911,WEB,0,2021-05-21 13:48:37+00:00,en,0,41,5.0
3629940,WEB,0,2021-05-21 13:53:21+00:00,en,0,0,2.0
3632518,WEB,0,2021-05-22 00:24:50+00:00,en,0,0,2.0
3633400,WEB,0,2021-05-22 05:51:21+00:00,en,0,0,2.0
3633545,WEB,0,2021-05-22 06:22:13+00:00,en,0,0,4.0
3635632,WEB,0,2021-05-22 11:27:40+00:00,en,0,0,3.0
3636098,WEB,0,2021-05-22 12:28:41+00:00,en,0,115,5.0
3636918,WEB,0,2021-05-22 14:22:32+00:00,en,0,53,2.0
3637191,WEB,0,2021-05-22 15:12:48+00:00,en,0,0,2.0
3647723,WEB,0,2021-05-24 09:29:33+00:00,en,0,1350,4.0
3648386,WEB,0,2021-05-24 11:32:09+00:00,en,0,415,6.0
3648474,WEB,0,2021-05-24 11:46:08+00:00,en,0,294,2.0
3648607,WEB,0,2021-05-24 12:03:33+00:00,en,0,624,7.0
3648704,WEB,0,2021-05-24 12:21:34+00:00,en,0,4,7.0
3652277,WEB,0,2021-05-25 04:40:06+00:00,en,0,2,5.0
3653071,WEB,0,2021-05-25 07:52:08+00:00,en,0,3,3.0
3653191,WEB,0,2021-05-25 08:14:33+00:00,en,0,0,6.0
3653258,WEB,0,2021-05-25 08:26:32+00:00,en,0,4,3.0
3653261,WEB,0,2021-05-25 08:26:55+00:00,en,0,0,4.0
3653550,WEB,0,2021-05-25 09:27:44+00:00,en,0,21,2.0
3653751,WEB,0,2021-05-25 10:08:50+00:00,en,0,0,2.0
3653799,WEB,0,2021-05-25 10:18:18+00:00,en,0,0,2.0
3653828,WEB,0,2021-05-25 10:25:12+00:00,en,0,0,2.0
3653840,WEB,0,2021-05-25 10:27:19+00:00,en,0,109,4.0
3653847,WEB,0,2021-05-25 10:29:18+00:00,en,0,0,2.0
3653913,WEB,0,2021-05-25 10:40:26+00:00,en,0,1,2.0
3654978,WEB,0,2021-05-25 13:45:44+00:00,en,0,30,3.0
3655098,WEB,0,2021-05-25 14:05:34+00:00,en,0,21,2.0
3655491,WEB,0,2021-05-25 15:36:43+00:00,en,0,9,3.0
3655577,WEB,0,2021-05-25 15:58:55+00:00,en,0,3,3.0
3658173,WEB,0,2021-05-26 07:14:45+00:00,en,0,24,2.0
3658437,WEB,0,2021-05-26 08:04:34+00:00,en,0,0,2.0
3658510,WEB,0,2021-05-26 08:22:44+00:00,en,0,1,3.0
3658738,WEB,0,2021-05-26 09:05:31+00:00,en,0,0,4.0
3658787,WEB,0,2021-05-26 09:15:37+00:00,en,0,0,4.0
3658887,WEB,0,2021-05-26 09:35:06+00:00,en,0,0,2.0
3659062,WEB,0,2021-05-26 09:58:23+00:00,en,0,0,3.0
3659617,WEB,0,2021-05-26 10:59:04+00:00,en,0,0,2.0
3659716,WEB,0,2021-05-26 11:15:12+00:00,en,0,1,2.0
3660106,WEB,0,2021-05-26 12:16:30+00:00,en,0,1,5.0
3660771,WEB,0,2021-05-26 13:55:31+00:00,en,0,14,2.0
3661486,WEB,0,2021-05-26 16:04:48+00:00,en,0,0,2.0
3661720,WEB,0,2021-05-26 16:54:26+00:00,en,0,32,3.0
3661742,WEB,0,2021-05-26 17:00:17+00:00,en,0,0,2.0
3661786,WEB,0,2021-05-26 17:10:33+00:00,en,0,3,2.0
3662310,WEB,0,2021-05-26 19:07:29+00:00,en,0,5,3.0
3663588,WEB,0,2021-05-27 04:32:15+00:00,en,0,7,2.0
3663635,WEB,0,2021-05-27 04:46:54+00:00,en,0,37,2.0
3663912,WEB,0,2021-05-27 06:06:36+00:00,en,0,45,3.0
3664126,WEB,0,2021-05-27 06:55:07+00:00,en,0,0,2.0
3664740,WEB,0,2021-05-27 09:01:43+00:00,en,0,91,2.0
3664866,WEB,0,2021-05-27 09:30:38+00:00,en,0,41,3.0
3665307,WEB,0,2021-05-27 10:53:44+00:00,en,0,45,2.0
3665638,WEB,0,2021-05-27 11:52:14+00:00,en,0,0,1.0
3665909,WEB,0,2021-05-27 12:34:31+00:00,en,0,0,3.0
3665954,WEB,0,2021-05-27 12:38:57+00:00,en,0,0,3.0
3666347,WEB,0,2021-05-27 13:28:48+00:00,en,0,73,2.0
3666756,WEB,0,2021-05-27 14:31:53+00:00,en,0,0,727804167.0
3669648,WEB,0,2021-05-28 05:06:50+00:00,en,0,70,2.0
3669902,WEB,0,2021-05-28 06:21:40+00:00,en,0,0,8.0
3670451,WEB,0,2021-05-28 08:03:56+00:00,en,0,0,2.0
3670949,WEB,0,2021-05-28 09:35:58+00:00,en,0,9,3.0
3671463,WEB,0,2021-05-28 11:08:05+00:00,en,0,1,1.0
3671668,WEB,0,2021-05-28 11:43:02+00:00,en,0,51,2.0
3671732,WEB,0,2021-05-28 11:52:43+00:00,en,0,80,3.0
3671845,WEB,0,2021-05-28 12:13:36+00:00,en,0,15,4.0
3671951,WEB,0,2021-05-28 12:31:37+00:00,en,0,0,2.0
3671974,WEB,0,2021-05-28 12:35:33+00:00,en,0,3,6.0
3672968,WEB,0,2021-05-28 15:03:43+00:00,en,0,0,1.0
3673520,WEB,0,2021-05-28 16:36:13+00:00,en,0,51,4.0
3673618,WEB,0,2021-05-28 16:50:41+00:00,en,0,27,2.0
3673796,WEB,0,2021-05-28 17:20:57+00:00,en,0,23,2.0
3673973,WEB,0,2021-05-28 17:51:30+00:00,en,0,3,2.0
3676428,WEB,0,2021-05-29 05:52:08+00:00,en,0,52,2.0
3676804,WEB,0,2021-05-29 07:09:20+00:00,en,0,2,3.0
3677386,WEB,0,2021-05-29 08:41:41+00:00,en,0,7,2.0
3679215,WEB,0,2021-05-29 13:35:55+00:00,en,0,0,2.0
3683659,WEB,0,2021-05-30 08:37:59+00:00,en,0,12,2.0
3688337,WEB,0,2021-05-31 04:11:33+00:00,en,0,6,2.0
3689146,WEB,0,2021-05-31 07:59:45+00:00,en,0,0,2.0
3690101,WEB,0,2021-05-31 11:08:42+00:00,en,0,91,7.0
3690377,WEB,0,2021-05-31 12:05:42+00:00,en,0,61,3.0
3691705,WEB,0,2021-05-31 16:02:05+00:00,en,0,60,2.0
3691769,WEB,0,2021-05-31 16:17:52+00:00,en,0,117,4.0
3692144,WEB,0,2021-05-31 17:44:20+00:00,en,0,1,2.0
3692345,WEB,0,2021-05-31 18:40:00+00:00,en,0,3,4.0
3694032,WEB,0,2021-06-01 05:59:36+00:00,en,0,0,2.0
3694091,WEB,0,2021-06-01 06:12:12+00:00,en,0,90,3.0
3699919,WEB,0,2021-06-02 04:22:35+00:00,en,0,48,3.0
3700182,WEB,0,2021-06-02 05:29:11+00:00,en,0,615,4.0
3700449,WEB,0,2021-06-02 06:32:02+00:00,en,0,1,2.0
3700575,WEB,0,2021-06-02 06:58:38+00:00,en,0,23,7.0
3700631,WEB,0,2021-06-02 07:10:33+00:00,en,0,10,3.0
3700956,WEB,0,2021-06-02 08:01:15+00:00,en,0,0,2.0
3700969,WEB,0,2021-06-02 08:03:21+00:00,en,0,28,2.0
3701035,WEB,0,2021-06-02 08:13:13+00:00,en,0,0,1.0
3701093,WEB,0,2021-06-02 08:21:20+00:00,en,0,0,3.0
3701183,WEB,0,2021-06-02 08:39:38+00:00,en,0,22,2.0
3702792,WEB,0,2021-06-02 13:10:18+00:00,en,0,0,3.0
3703039,WEB,0,2021-06-02 13:41:36+00:00,en,0,66,4.0
3706554,WEB,0,2021-06-03 05:16:59+00:00,en,0,4,3.0
3706575,WEB,0,2021-06-03 05:23:19+00:00,en,0,13,2.0
3706638,WEB,0,2021-06-03 05:45:11+00:00,en,0,28,5.0
3706706,WEB,0,2021-06-03 06:04:48+00:00,en,0,40,3.0
3706809,WEB,0,2021-06-03 06:29:01+00:00,en,0,3,3.0
3707045,WEB,0,2021-06-03 07:14:39+00:00,en,0,2,2.0
3707297,WEB,0,2021-06-03 07:54:16+00:00,en,0,36,705874192.0
3707301,WEB,0,2021-06-03 07:54:50+00:00,en,0,1,3.0
3707405,WEB,0,2021-06-03 08:15:36+00:00,en,0,0,2.0
3707591,WEB,0,2021-06-03 08:48:42+00:00,en,0,125,3.0
3707646,WEB,0,2021-06-03 09:02:48+00:00,en,0,7,2.0
3707682,WEB,0,2021-06-03 09:09:17+00:00,en,0,1,4.0
3707710,WEB,0,2021-06-03 09:15:18+00:00,en,0,0,2.0
3707892,WEB,0,2021-06-03 09:50:25+00:00,en,0,87,5.0
3708542,WEB,0,2021-06-03 11:44:09+00:00,en,0,0,3.0
3708566,WEB,0,2021-06-03 11:47:14+00:00,en,0,41,7.0
3708753,WEB,0,2021-06-03 12:19:40+00:00,en,0,0,4.0
3708808,WEB,0,2021-06-03 12:30:30+00:00,en,0,0,2.0
3709218,WEB,0,2021-06-03 13:25:34+00:00,en,0,91,4.0
3709494,WEB,0,2021-06-03 14:02:05+00:00,en,0,48,4.0
3712809,WEB,0,2021-06-04 06:14:24+00:00,en,0,107,3.0
3713043,WEB,0,2021-06-04 07:06:33+00:00,en,0,0,8.0
3713107,WEB,0,2021-06-04 07:16:39+00:00,en,0,15,4.0
3713116,WEB,0,2021-06-04 07:18:35+00:00,en,0,0,2.0
3713171,WEB,0,2021-06-04 07:28:16+00:00,en,0,139,6.0
3713351,WEB,0,2021-06-04 08:01:28+00:00,en,0,6,6.0
3713445,WEB,0,2021-06-04 08:15:42+00:00,en,0,3,4.0
3714151,WEB,0,2021-06-04 10:26:16+00:00,en,0,335,4.0
3714439,WEB,0,2021-06-04 11:15:26+00:00,en,0,94,6.0
3714893,WEB,0,2021-06-04 12:32:10+00:00,en,0,27,2.0
3715164,WEB,0,2021-06-04 13:10:32+00:00,en,0,309,3.0
3715510,WEB,0,2021-06-04 14:03:55+00:00,en,0,67,3.0
3715544,WEB,0,2021-06-04 14:10:09+00:00,en,0,47,4.0
3716517,WEB,0,2021-06-04 17:10:19+00:00,en,0,16,2.0
3718920,WEB,0,2021-06-05 06:23:30+00:00,en,0,0,2.0
3718959,WEB,0,2021-06-05 06:32:15+00:00,en,0,0,2.0
3719686,WEB,0,2021-06-05 08:29:15+00:00,en,0,1,2.0
3719767,WEB,0,2021-06-05 08:44:58+00:00,en,0,35,2.0
3719889,WEB,0,2021-06-05 09:09:26+00:00,en,0,1,3.0
3719919,WEB,0,2021-06-05 09:13:42+00:00,en,0,1,6.0
3720019,WEB,0,2021-06-05 09:33:37+00:00,en,0,1,2.0
3720258,WEB,0,2021-06-05 10:16:04+00:00,en,0,0,2.0
3720474,WEB,0,2021-06-05 10:57:18+00:00,en,0,1,2.0
3722418,WEB,0,2021-06-05 16:29:30+00:00,en,0,0,2.0
3722722,WEB,0,2021-06-05 17:34:10+00:00,en,0,1,2.0
3727340,WEB,0,2021-06-06 13:29:00+00:00,en,0,47,2.0
3730752,WEB,0,2021-06-07 06:29:01+00:00,en,0,3,4.0
3730896,WEB,0,2021-06-07 07:04:57+00:00,en,0,62,2.0
3730992,WEB,0,2021-06-07 07:21:50+00:00,en,0,0,2.0
3731358,WEB,0,2021-06-07 08:42:53+00:00,en,0,0,2.0
3731365,WEB,0,2021-06-07 08:43:54+00:00,en,0,0,2.0
3731851,WEB,0,2021-06-07 10:26:48+00:00,en,0,0,2.0
3731925,WEB,0,2021-06-07 10:38:12+00:00,en,0,747,5.0
3732073,WEB,0,2021-06-07 11:08:08+00:00,en,0,2,3.0
3732388,WEB,0,2021-06-07 12:07:52+00:00,en,0,40,2.0
3732410,WEB,0,2021-06-07 12:12:05+00:00,en,0,84,2.0
3732484,WEB,0,2021-06-07 12:27:01+00:00,en,0,3,2.0
3732633,WEB,0,2021-06-07 12:55:33+00:00,en,0,0,2.0
3732636,WEB,0,2021-06-07 12:55:38+00:00,en,0,22,3.0
3732740,WEB,0,2021-06-07 13:10:37+00:00,en,0,8,3.0
3732935,WEB,0,2021-06-07 13:44:41+00:00,en,0,0,2.0
3733044,WEB,0,2021-06-07 13:59:53+00:00,en,0,0,3.0
3733437,WEB,0,2021-06-07 15:20:17+00:00,en,0,43,4.0
3735640,WEB,0,2021-06-08 04:59:00+00:00,en,0,1,3.0
3735827,WEB,0,2021-06-08 05:58:50+00:00,en,0,8,4.0
3735941,WEB,0,2021-06-08 06:28:39+00:00,en,0,42,2.0
3736132,WEB,0,2021-06-08 07:10:09+00:00,en,0,1,2.0
3736169,WEB,0,2021-06-08 07:16:38+00:00,en,0,1,2.0
3736227,WEB,0,2021-06-08 07:25:07+00:00,en,0,1,5.0
3736254,WEB,0,2021-06-08 07:28:43+00:00,en,0,5,2.0
3736288,WEB,0,2021-06-08 07:35:49+00:00,en,0,0,3.0
3736369,WEB,0,2021-06-08 07:51:24+00:00,en,0,0,3.0
3736398,WEB,0,2021-06-08 07:57:09+00:00,en,0,1,3.0
3736525,WEB,0,2021-06-08 08:22:52+00:00,en,0,1,3.0
3736578,WEB,0,2021-06-08 08:37:20+00:00,en,0,165,2.0
3736771,WEB,0,2021-06-08 09:14:54+00:00,en,0,0,3.0
3737233,WEB,1,2021-06-08 10:55:04+00:00,en,0,3,5.0
3737323,WEB,0,2021-06-08 11:12:33+00:00,en,0,4,3.0
3737399,WEB,0,2021-06-08 11:26:23+00:00,en,0,56,2.0
3737596,WEB,0,2021-06-08 12:03:42+00:00,en,0,23,2.0
3737831,WEB,0,2021-06-08 12:41:20+00:00,en,0,1,1.0
3737981,WEB,0,2021-06-08 13:01:58+00:00,en,0,41,3.0
3738039,WEB,0,2021-06-08 13:10:15+00:00,en,0,0,2.0
3738133,WEB,0,2021-06-08 13:24:34+00:00,en,0,16,1.0
3738410,WEB,0,2021-06-08 14:04:41+00:00,en,0,1,2.0
3738684,WEB,0,2021-06-08 15:00:02+00:00,en,0,54,7.0
3738939,WEB,0,2021-06-08 15:57:14+00:00,en,0,3,15.0
3739123,WEB,0,2021-06-08 16:42:33+00:00,en,0,59,2.0
3739154,WEB,0,2021-06-08 16:49:05+00:00,en,0,3,3.0
3739319,WEB,0,2021-06-08 17:29:47+00:00,en,0,22,2.0
3739370,WEB,0,2021-06-08 17:41:39+00:00,en,0,4,3.0
3739564,WEB,0,2021-06-08 18:30:38+00:00,en,0,38,2.0
3741649,WEB,0,2021-06-09 07:30:56+00:00,en,0,0,705874192.0
3741685,WEB,0,2021-06-09 07:37:24+00:00,en,0,71,2.0
3741735,WEB,0,2021-06-09 07:48:31+00:00,en,0,0,3.0
3741824,WEB,0,2021-06-09 08:07:17+00:00,en,0,379,3.0
3741882,WEB,0,2021-06-09 08:17:41+00:00,en,0,89,7.0
3741931,WEB,0,2021-06-09 08:29:36+00:00,en,0,62,5.0
3741933,WEB,0,2021-06-09 08:30:02+00:00,en,0,42,3.0
3741938,WEB,0,2021-06-09 08:31:11+00:00,en,0,4,5.0
3742044,WEB,0,2021-06-09 08:51:25+00:00,en,0,26,3.0
3742205,WEB,0,2021-06-09 09:28:21+00:00,en,0,9,2.0
3742316,WEB,0,2021-06-09 09:56:33+00:00,en,0,23,4.0
3743226,WEB,0,2021-06-09 12:51:30+00:00,en,0,1,5.0
3743284,WEB,0,2021-06-09 13:01:47+00:00,en,0,13,3.0
3743301,WEB,0,2021-06-09 13:03:52+00:00,en,0,2,3.0
3743360,WEB,0,2021-06-09 13:12:55+00:00,en,0,0,2.0
3743574,WEB,0,2021-06-09 13:48:31+00:00,en,0,2,4.0
3743615,WEB,0,2021-06-09 13:54:26+00:00,en,0,0,2.0
3744006,WEB,0,2021-06-09 15:14:40+00:00,en,0,8,5.0
3744010,WEB,0,2021-06-09 15:15:25+00:00,en,0,28,4.0
3744218,WEB,0,2021-06-09 16:01:03+00:00,en,0,0,3.0
3744225,WEB,0,2021-06-09 16:02:33+00:00,en,0,0,3.0
